Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
4367,563.2941819499999,0.0002620999999862761,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,10,5C,,,
4368,563.29441805,0.0002361000000519198,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,7E,13,45,,,
4369,563.309672925,0.01525487499998235,404620346392576,F,F,HS CAN $441,HS CAN,,441,F,F,02,FC,00,A2,14,00,00,00,,,
4370,563.310009025,0.0003361000000268177,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4371,563.3135907999999,0.003581774999929621,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,9E,,,,,,,,,
4372,563.3849021999999,0.07131140000001324,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4373,563.4603192,0.07541700000001583,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4374,563.4836097,0.02329050000003008,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4375,563.5377922,0.05418250000002445,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4376,563.6061864,0.06839419999994334,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,BC,,,,,,,,,
4377,563.6268750749999,0.02068867499997396,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4378,563.683265475,0.0563904000000548,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4379,563.6905209749999,0.007255499999928361,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,BC,,,,,,,,,
4380,563.711101675,0.02058070000009593,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4381,563.788390575,0.07728889999998501,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4382,563.789858675,0.001468100000010964,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,CD,,,,,,,,,
4383,563.864237775,0.07437909999998737,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4384,563.884226575,0.01998879999996461,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4385,563.89017825,0.005951675000005707,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D2,,,,,,,,,
4386,563.9385330499999,0.04835479999997006,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4387,563.990540725,0.05200767500002712,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D2,,,,,,,,,
4388,564.0209947249999,0.03045399999996334,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4389,564.08400865,0.06301392500006386,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4390,564.0898542499999,0.005845599999929618,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D2,,,,,,,,,
4391,564.097589825,0.007735575000083372,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4392,564.17589275,0.07830292500000269,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4393,564.19022165,0.01432890000000952,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D8,,,,,,,,,
4394,564.2517396249999,0.06151797499990153,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4395,564.2849615,0.03322187500009477,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4396,564.2905552,0.005593699999963064,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D5,,,,,,,,,
4397,564.3293446,0.0387894000000415,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4398,564.4179948249999,0.08865022499992392,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4399,564.48461845,0.06662362500003383,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4400,564.4947619,0.01014344999998684,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4401,564.5141342999999,0.019372399999952,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,D5,00,00,00,10,07,01,,,
4402,564.531059025,0.0169247250000808,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,10,5C,,,
4403,564.547923675,0.01686465000000226,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,7B,13,45,,,
4404,564.571102225,0.02317855000001146,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4405,564.5881948499999,0.01709262499991837,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,02,FC,00,A2,14,00,02,00,,,
4406,564.59239065,0.004195800000047712,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D8,,,,,,,,,
4407,564.649700825,0.0573101749999978,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4408,564.6862305249999,0.03652969999996003,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4409,564.6909423249999,0.004711799999995492,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,DC,,,,,,,,,
4410,564.727,0.03605767500005186,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4411,564.7912984999999,0.06429849999994985,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D9,,,,,,,,,
4412,564.802139925,0.01084142500008056,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4413,564.877130925,0.07499099999995451,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4414,564.887190425,0.01005950000001121,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4415,564.891656225,0.004465800000048148,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,DC,,,,,,,,,
4416,564.95214815,0.06049192499995115,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4417,564.9919828249999,0.03983467499995186,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,E5,,,,,,,,,
4418,565.0302823249999,0.03829949999999372,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4419,565.0869706249999,0.0566883000000189,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4420,565.0923203249999,0.005349700000010671,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,ED,,,,,,,,,
4421,565.12111855,0.02879822500005958,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4422,565.19166045,0.07054189999996652,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,FB,,,,,,,,,
4423,565.196258275,0.004597825000018929,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4424,565.27124925,0.07499097499999152,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4425,565.2879242499999,0.0166749999999638,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4426,565.292012075,0.004087825000056,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,00,,,,,,,,,
4427,565.3459665749999,0.05395449999991797,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4428,565.4242654999999,0.07829892500001279,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4429,565.4875773,0.06331180000006498,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4430,565.5010285,0.01345119999996314,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4431,565.5767474749999,0.07571897499997249,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4432,565.5901864499999,0.01343897499998548,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,29,,,,,,,,,
4433,565.616286375,0.02609992500003955,284773578964992,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,29,00,00,00,10,07,01,,,
4434,565.6165484749999,0.0002620999999862761,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,10,A8,,,
4435,565.6167845,0.000236025000049267,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,76,13,45,,,
4436,565.632041275,0.01525677500001166,363938416164864,F,F,HS CAN $441,HS CAN,,441,F,F,03,10,00,A0,14,00,03,00,,,
4437,565.652246,0.02020472499998505,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4438,565.6790338999999,0.02678789999993114,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,29,,,,,,,,,
4439,565.6892073,0.01017340000009881,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4440,565.7265408999999,0.03733359999989716,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4441,565.7793763999999,0.05283550000001469,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,29,,,,,,,,,
4442,565.8016749999999,0.02229859999999917,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4443,565.8786904,0.07701540000005025,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,35,,,,,,,,,
4444,565.8799805,0.001290100000005623,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4445,565.8901698999999,0.01018939999994473,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4446,565.9546997,0.06452980000005937,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4447,565.9790697,0.02436999999997624,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,35,,,,,,,,,
4448,566.0298203999999,0.0507506999999805,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4449,566.0794261999999,0.04960579999999482,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,2F,,,,,,,,,
4450,566.0899535999999,0.01052740000000085,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4451,566.1067145999999,0.01676099999997405,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4452,566.1787344999999,0.07201989999998659,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,38,,,,,,,,,
4453,566.1825584249999,0.003823925000006056,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4454,566.2572514249999,0.07469300000002477,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4455,566.279073725,0.02182230000005348,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,36,,,,,,,,,
4456,566.2909070249999,0.01183329999992111,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4457,566.342199725,0.05129270000009001,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4458,566.423812325,0.08161259999997128,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4459,566.4904339999999,0.06662167499996485,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4460,566.5005774,0.01014340000006086,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4461,566.5762963999999,0.07571899999993548,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4462,566.619860775,0.0435643750000736,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,3F,,,,,,,,,
4463,566.65442645,0.03456567499995344,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4464,566.6912621749999,0.03683572499994625,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4465,566.7458685749999,0.05460640000001149,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4466,566.7685387749999,0.0226701999999932,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,3F,,,,,,,,,
4467,566.805119675,0.03658090000010361,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,3F,00,00,00,28,07,01,,,
4468,566.805381775,0.0002620999999862761,294669183614976,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,10,A8,,,
4469,566.80562385,0.0002420749999600958,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,74,13,45,,,
4470,566.820882625,0.01525877500000661,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,03,17,00,AC,14,00,04,00,,,
4471,566.827936325,0.007053700000028584,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4472,566.8688969249999,0.0409605999999485,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,50,,,,,,,,,
4473,566.891767525,0.02287060000003294,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4474,566.9052187249999,0.01345119999996314,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4475,566.9692152499999,0.0639965249999932,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,4D,,,,,,,,,
4476,566.9807666749999,0.01155142499999329,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4477,567.055763675,0.07499700000005305,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4478,567.068576775,0.01281310000001668,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,4D,,,,,,,,,
4479,567.0927292,0.02415242500001114,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4480,567.1300549,0.03732569999999668,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4481,567.1688836,0.03882869999995364,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,56,,,,,,,,,
4482,567.2085049999999,0.03962139999998726,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4483,567.2692619249999,0.06075692499996421,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,5D,,,,,,,,,
4484,567.286632825,0.01737090000005992,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4485,567.293682525,0.007049700000038683,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4486,567.361522025,0.06783949999999095,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4487,567.436517125,0.07499510000002374,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4488,567.4965151,0.05999797499998749,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4489,567.513282175,0.01676707499996155,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4490,567.5484312,0.03514902500000972,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,61,,,,,,,,,
4491,567.5888246999999,0.04039349999993646,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4492,567.6481015999999,0.0592768999999862,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,69,,,,,,,,,
4493,567.6639526,0.01585100000011152,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4494,567.6974785,0.03352589999997236,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4495,567.7474622999999,0.04998379999994995,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,70,,,,,,,,,
4496,567.752078075,0.004615775000047506,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4497,567.833824675,0.08174659999997402,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4498,567.8478017499999,0.01397707499995704,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,73,,,,,,,,,
4499,567.87719925,0.0293975000000728,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,73,00,00,00,27,07,01,,,
4500,567.87746135,0.0002620999999862761,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,1A,,,
4501,567.8776974499999,0.000236099999938233,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,73,13,45,,,
4502,567.8930522749999,0.01535482500003127,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,03,50,00,AA,14,00,04,62,,,
4503,567.897618075,0.004565800000023046,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4504,567.911375275,0.01375719999998637,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4505,567.94813015,0.03675487500004238,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,73,,,,,,,,,
4506,567.986917725,0.03878757500001484,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4507,568.0474485249999,0.06053079999992406,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,7B,,,,,,,,,
4508,568.062043725,0.01459520000003067,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4509,568.0985733499999,0.03652962499995738,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4510,568.1477973249999,0.04922397500001807,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,7A,,,,,,,,,
4511,568.150171175,0.002373850000026323,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4512,568.2319157749999,0.08174459999997907,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4513,568.24815255,0.0162367750000385,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,81,,,,,,,,,
4514,568.298367375,0.05021482500001184,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4515,568.3085107999999,0.01014342499991017,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4516,568.384225725,0.07571492500005661,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4517,568.42515235,0.04092662499999733,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,7F,,,,,,,,,
4518,568.45934615,0.03419380000002548,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4519,568.4991896749999,0.03984352499992383,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4520,568.550780275,0.05159060000005411,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4521,568.6167606,0.06598032500005502,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,7F,,,,,,,,,
4522,568.6323917249999,0.01563112499991348,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4523,568.70215305,0.0697613250000586,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4524,568.70898875,0.006835700000010547,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4525,568.71713625,0.008147499999950014,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,86,,,,,,,,,
4526,568.7848357749999,0.06769952499996634,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4527,568.8164353,0.03159952500004692,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,87,,,,,,,,,
4528,568.8632702,0.04683490000002166,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4529,568.903115675,0.0398454749999928,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4530,568.91682065,0.01370497499999601,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,87,,,,,,,,,
4531,568.94515025,0.0283296000000064,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,87,00,00,00,27,07,01,,,
4532,568.94541235,0.0002620999999862761,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,1A,,,
4533,568.94564845,0.0002361000000519198,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,73,13,45,,,
4534,568.951524225,0.005875774999935857,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4535,568.9608935,0.009369275000040034,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,03,50,00,AA,14,00,06,00,,,
4536,569.0171426749999,0.05624917499994808,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,8C,,,,,,,,,
4537,569.03348575,0.01634307500000887,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4538,569.10354905,0.07006330000001526,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4539,569.11038475,0.006835700000010547,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4540,569.11649045,0.006105700000034631,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,9B,,,,,,,,,
4541,569.186231775,0.06974132499999541,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4542,569.216811375,0.03057960000001003,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,9B,,,,,,,,,
4543,569.261358525,0.04454714999997122,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4544,569.304507675,0.04314914999997654,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4545,569.352490475,0.04798279999999977,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4546,569.43741295,0.08492247499998484,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4547,569.5073403499999,0.06992739999998321,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4548,569.5141759249999,0.00683557499996823,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4549,569.5146641499999,0.0004882250000264321,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,A6,,,,,,,,,
4550,569.59002315,0.07535900000004858,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4551,569.61001555,0.01999239999997826,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,A6,,,,,,,,,
4552,569.66514605,0.0551305000000184,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4553,569.708299175,0.04315312500000346,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4554,569.7093152499999,0.00101607499993861,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,A6,,,,,,,,,
4555,569.7531044499999,0.04378919999999198,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4556,569.80970765,0.05660320000004049,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,A8,,,,,,,,,
4557,569.83484605,0.02513840000005984,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4558,569.908083175,0.07323712499999147,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4559,569.9100393,0.001956124999992426,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,A7,,,,,,,,,
4560,569.9115593,0.001520000000027722,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4561,569.9874503,0.07589099999995597,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4562,570.009380525,0.02193022500000552,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,A8,,,,,,,,,
4563,570.01517215,0.005791625000028944,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,A8,00,00,00,27,07,01,,,
4564,570.01543425,0.0002620999999862761,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,1A,,,
4565,570.0156763499999,0.0002420999999230844,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,74,13,45,,,
4566,570.030919125,0.015242775000047,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,50,00,AA,14,00,07,00,,,
4567,570.0629491249999,0.03202999999996336,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4568,570.109699225,0.04675010000005386,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,B2,,,,,,,,,
4569,570.109829225,0.0001300000000128421,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4570,570.15120455,0.04137532499998997,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4571,570.21002355,0.05881899999997131,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,B8,,,,,,,,,
4572,570.2329441749999,0.02292062499998338,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4573,570.3093976499999,0.07645347499999389,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,B6,,,,,,,,,
4574,570.3105356999999,0.001138050000008661,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4575,570.314099575,0.003563875000054395,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4576,570.385552775,0.07145319999995081,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4577,570.4602439499999,0.07469117499999811,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4578,570.5136283749999,0.05338442499999019,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4579,570.551680025,0.03805165000005672,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4580,570.596252275,0.04457224999998744,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,BC,,,,,,,,,
4581,570.6334237999999,0.03717152499996246,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
