Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
4582,570.6841655999999,0.05074179999996886,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,BC,,,,,,,,,
4583,570.7078379999999,0.02367240000000948,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4584,570.7145836999999,0.006745700000010402,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4585,570.7834938,0.06891010000003917,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,C3,,,,,,,,,
4586,570.7860337999999,0.00253999999995358,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4587,570.860858775,0.07482497500006957,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4588,570.883792975,0.02293420000000878,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,C7,,,,,,,,,
4589,570.9176867499999,0.03389377499991042,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4590,570.9384654749999,0.02077872500001376,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4591,570.9841377499999,0.04567227500001536,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,C2,,,,,,,,,
4592,571.01360585,0.02946810000003097,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4593,571.0834618499999,0.06985599999995884,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,D1,,,,,,,,,
4594,571.0852177749999,0.00175592499999766,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,D1,00,00,00,27,07,01,,,
4595,571.0854758749999,0.0002580999999963751,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,1A,,,
4596,571.085711975,0.0002361000000519198,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,76,13,45,,,
4597,571.0887238749999,0.003011899999933121,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4598,571.1009610999999,0.01223722500003532,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,50,00,AA,14,00,08,00,,,
4599,571.1191819749999,0.01822087499999725,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4600,571.1671648499999,0.04798287500000242,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4601,571.18381355,0.01664870000001884,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,CB,,,,,,,,,
4602,571.2422876249999,0.05847407499993551,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4603,571.2831782999999,0.0408906750000142,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,CA,,,,,,,,,
4604,571.3167021749999,0.03352387500001442,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4605,571.3201380749999,0.003435899999999492,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4606,571.391589375,0.07145130000003519,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4607,571.469590175,0.07800080000004073,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4608,571.519666875,0.05007669999997688,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4609,571.557718475,0.03805160000001706,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4610,571.56741785,0.009699374999968314,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,D1,,,,,,,,,
4611,571.63946315,0.07204530000001341,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4612,571.713752225,0.07428907500002424,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4613,571.7204978999999,0.006745674999933726,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4614,571.7838684,0.06337050000001909,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,D1,,,,,,,,,
4615,571.7884703,0.004601900000011483,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4616,571.8634612999999,0.07499099999995451,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4617,571.8831697249999,0.01970842499997616,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,DB,,,,,,,,,
4618,571.9202812999999,0.03711157500003992,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4619,571.9410680249999,0.02078672499999357,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4620,571.9835504499999,0.04248242500000288,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,DB,,,,,,,,,
4621,572.0195102499999,0.03595980000000054,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4622,572.0839246749999,0.06441442499999539,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,E0,,,,,,,,,
4623,572.0943381,0.01041342500002429,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4624,572.1212445,0.02690640000002986,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4625,572.169227375,0.04798287500000242,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4626,572.18322825,0.01400087499996516,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,DB,,,,,,,,,
4627,572.2443482499999,0.06111999999995987,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4628,572.2781635499999,0.03381530000001476,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,DB,00,00,00,28,07,01,,,
4629,572.2784236499999,0.0002600999999913256,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,1A,,,
4630,572.278665675,0.0002420250000341184,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,74,13,45,,,
4631,572.2940164749999,0.01535079999996469,422212532436992,F,F,HS CAN $441,HS CAN,,441,F,F,03,50,00,AA,14,00,08,62,,,
4632,572.297856275,0.00383980000003703,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,E1,,,,,,,,,
4633,572.32272475,0.02486847500006206,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4634,572.3401116499999,0.01738689999990584,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4635,572.4006216499999,0.06051000000002205,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4636,572.47561075,0.07498910000003889,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4637,572.5429423749999,0.0673316249999516,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4638,572.5637369999999,0.02079462500000773,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4639,572.582501625,0.01876462500001708,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,EB,,,,,,,,,
4640,572.6421717249999,0.05967009999994843,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4641,572.674701025,0.03252930000007836,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,EB,,,,,,,,,
4642,572.719896125,0.04519510000000082,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4643,572.757865725,0.03796959999999672,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4644,572.7740584249999,0.01619269999991957,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,E9,,,,,,,,,
4645,572.7946171249999,0.02055870000003779,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4646,572.8729159999999,0.07829887499997312,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4647,572.874377975,0.001461975000097482,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,ED,,,,,,,,,
4648,572.9586944499999,0.08431647499992323,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4649,572.9621323499999,0.003437899999994442,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4650,572.9747494249999,0.0126170749999801,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,F3,,,,,,,,,
4651,573.0429189499999,0.06816952500003026,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4652,573.0740404249999,0.03112147499996354,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,F7,,,,,,,,,
4653,573.117035625,0.04299520000006396,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4654,573.1619247249999,0.04488909999997759,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4655,573.1743997,0.01247497500003192,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,FA,,,,,,,,,
4656,573.1920506,0.01765090000003511,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4657,573.2670416999999,0.07499109999992015,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4658,573.274755175,0.007713475000059589,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,FE,,,,,,,,,
4659,573.345478575,0.07072340000001986,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4660,573.362879575,0.01740099999994982,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4661,573.422663575,0.05978400000003603,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4662,573.497660675,0.07499710000001869,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4663,573.536657375,0.03899669999998423,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,FE,00,00,00,28,07,01,,,
4664,573.54525875,0.008601375000012013,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,67,,,
4665,573.54549485,0.000236099999938233,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,71,13,45,,,
4666,573.5608116249999,0.01531677499997386,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,03,70,00,A9,14,00,0B,00,,,
4667,573.5627297,0.001918075000048702,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4668,573.564873725,0.002144025000006877,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,FE,,,,,,,,,
4669,573.5731552999999,0.00828157499995541,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4670,573.6484442999999,0.07528899999999794,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4671,573.6648590249999,0.01641472500000418,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,FF,,,,,,,,,
4672,573.7258710249999,0.06101200000000517,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4673,573.7641406499999,0.03826962499999808,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4674,573.7642727499999,0.000132099999973434,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,03,,,,,,,,,
4675,573.800890475,0.0366177250000419,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4676,573.86453105,0.06364057500002218,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,08,,,,,,,,,
4677,573.87601035,0.01147930000001906,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4678,573.9613587499999,0.08534839999992982,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4679,573.9649266499999,0.003567900000007284,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,08,,,,,,,,,
4680,573.9650927499999,0.0001661000000012791,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4681,574.045583375,0.08049062500003856,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4682,574.0642179749999,0.01863459999992756,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,0A,,,,,,,,,
4683,574.120000175,0.05578220000006695,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4684,574.164544475,0.0445442999999841,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,08,,,,,,,,,
4685,574.16467455,0.0001300750000154949,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4686,574.19832445,0.03364990000000034,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4687,574.2648967499999,0.06657229999996161,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,0D,,,,,,,,,
4688,574.27344835,0.008551600000032522,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4689,574.36209845,0.08865009999999529,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4690,574.3655383749999,0.003439924999952382,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4691,574.4495027749999,0.08396440000001348,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4692,574.5377469,0.08824412500007384,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4693,574.5496900249999,0.01194312499990246,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,0F,,,,,,,,,
4694,574.5651892,0.01549917500005904,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4695,574.605617725,0.04042852500003846,284773578964992,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,0F,00,00,00,28,07,01,,,
4696,574.6058819249999,0.000264199999946868,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,67,,,
4697,574.606120025,0.0002381000000468702,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,70,13,45,,,
4698,574.615671425,0.009551399999963906,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4699,574.6214190999999,0.005747674999952324,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,70,00,A9,14,00,0C,00,,,
4700,574.6417174249999,0.02029832499999884,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,0F,,,,,,,,,
4701,574.6911563,0.04943887500007804,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4702,574.742072,0.05091570000001866,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,16,,,,,,,,,
4703,574.7656605249999,0.02358852499992281,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4704,574.769128325,0.003467800000066746,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4705,574.8414282499999,0.07229992499992477,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,12,,,,,,,,,
4706,574.854093475,0.0126652250000916,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4707,574.9292304749999,0.07513699999992696,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4708,574.9417556,0.01252512500002467,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,12,,,,,,,,,
4709,574.966605975,0.02485037500002818,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4710,575.006835475,0.04022950000000946,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4711,575.0420845,0.03524902499998462,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,0F,,,,,,,,,
4712,575.0816579999999,0.0395734999999604,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4713,575.1424228,0.06076480000001538,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,12,,,,,,,,,
4714,575.1575019749999,0.01507917499998257,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4715,575.167559375,0.01005740000005062,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4716,575.23426495,0.06670557500001451,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4717,575.2427904499999,0.008525499999905151,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,1D,,,,,,,,,
4718,575.31011595,0.06732550000003812,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4719,575.34210935,0.03199340000003304,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,1A,,,,,,,,,
4720,575.36734185,0.02523250000001554,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4721,575.387416625,0.02007477500001187,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4722,575.4763706499999,0.08895402499990723,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4723,575.55136375,0.07499310000002879,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4724,575.56804475,0.01668100000006234,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4725,575.61345495,0.04541019999999207,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,25,,,,,,,,,
4726,575.62825605,0.01480109999999968,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4727,575.6735663249999,0.04531027499990614,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,25,00,00,00,28,07,01,,,
4728,575.67383245,0.0002661250000528526,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,67,,,
4729,575.6740704499999,0.000237999999967542,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,70,13,45,,,
4730,575.68947525,0.01540480000005573,422212532436992,F,F,HS CAN $441,HS CAN,,441,F,F,03,70,00,A9,14,00,0C,62,,,
4731,575.70436035,0.01488510000001497,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4732,575.713801775,0.009441424999977244,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,28,,,,,,,,,
4733,575.768508175,0.05470639999998639,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4734,575.7819654,0.01345722500002466,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4735,575.8131148,0.03114940000000388,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,2F,,,,,,,,,
4736,575.8677392,0.05462439999996604,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4737,575.9134914,0.0457522000000381,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,28,,,,,,,,,
4738,575.9494791,0.0359876999999642,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4739,575.9694698249999,0.01999072499995691,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4740,576.0138561,0.04438627500007896,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,28,,,,,,,,,
4741,576.0263734,0.01251730000001316,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4742,576.1017904749999,0.0754170749999048,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4743,576.11314555,0.0113550750000968,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,2B,,,,,,,,,
4744,576.169251975,0.05610642499993901,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4745,576.179395375,0.01014340000006086,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4746,576.2135325749999,0.03413719999991826,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,30,,,,,,,,,
4747,576.26517115,0.05163857500008362,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4748,576.350093625,0.08492247499998484,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4749,576.3700743999999,0.01998077499990814,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4750,576.4107909999999,0.0407165999999961,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,30,,,,,,,,,
4751,576.4266799,0.01588890000004994,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4752,576.5023949,0.07571500000005926,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4753,576.569726525,0.0673316249999516,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4754,576.5765622,0.006835675000047559,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4755,576.6515512,0.07498899999995956,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4756,576.7140238999999,0.06247269999994387,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,37,,,,,,,,,
4757,576.7263872,0.01236330000006092,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4758,576.7705503,0.04416309999999158,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4759,576.8038642,0.03331390000005286,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4760,576.8063961749999,0.002531974999897102,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,37,,,,,,,,,
4761,576.8623473,0.05595112500009236,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,37,00,00,00,28,07,01,,,
4762,576.8626094,0.0002620999999862761,545357834747904,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,00,02,8B,0A,,,
4763,576.8628474999999,0.0002380999999331834,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,70,13,45,,,
4764,576.878138275,0.0152907750000395,509073951031296,F,F,HS CAN $441,HS CAN,,441,F,F,0E,10,F1,C8,14,00,0E,00,,,
4765,576.880194275,0.002056000000038694,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4766,576.906746175,0.02655189999995855,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,3A,,,,,,,,,
4767,576.95524095,0.04849477499999466,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4768,576.972214025,0.01697307500000988,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4769,577.0070631499999,0.03484912499993698,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,3A,,,,,,,,,
4770,577.0321335499999,0.02507040000000416,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4771,577.10740915,0.07527560000005451,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,3E,,,,,,,,,
4772,577.10785125,0.0004420999999865672,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4773,577.1716990499999,0.06384779999996226,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4774,577.1854562499999,0.01375719999998637,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4775,577.20672055,0.02126430000009805,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,3E,,,,,,,,,
4776,577.27092635,0.06420579999996789,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4777,577.3525389499999,0.08161259999997128,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4778,577.372527775,0.01998882500004129,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4779,577.3984617,0.02593392500000391,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,41,,,,,,,,,
4780,577.4294297,0.03096800000002986,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4781,577.5051467,0.07571699999994053,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4782,577.5721783,0.06703160000006392,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4783,577.5823197,0.01014139999995223,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4784,577.5835638,0.001244100000008075,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,41,,,,,,,,,
4785,577.6714059249999,0.08784212499995192,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4786,577.6829032249999,0.01149729999997362,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,45,,,,,,,,,
4787,577.7531445249999,0.0702413000000206,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4788,577.7731332999999,0.01998877500000162,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
4789,577.7832466999999,0.01011340000002292,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,45,,,,,,,,,
4790,577.830047575,0.04680087500003083,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4791,577.8835770749999,0.05352949999996781,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,4C,,,,,,,,,
4792,577.9058936749999,0.02231659999995372,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
4793,577.9334713999999,0.02757772500001465,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,4C,00,00,00,2B,07,01,,,
4794,577.9337375,0.0002661000000898639,545357834747904,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,67,,,
4795,577.9339755999999,0.0002380999999331834,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,6C,13,45,,,
