Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
15856,950.0046658,0.07593547500005116,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,66,,,,,,,,,
15857,950.0064257999998,0.001759999999876527,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15858,950.061126275,0.05470047500011788,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,39,,,,,,,,,
15859,950.08124295,0.02011667500005388,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15860,950.1049911249998,0.02374817499980964,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,6D,,,,,,,,,
15861,950.15645375,0.05146262500011289,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15862,950.205335625,0.0488818750000064,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,6D,,,,,,,,,
15863,950.245569025,0.04023340000003372,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15864,950.262343925,0.01677489999997306,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,34,,,,,,,,,
15865,950.3046744499998,0.04233052499989754,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,68,,,,,,,,,
15866,950.3266730499998,0.02199859999996079,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15867,950.404063875,0.07739082500006589,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15868,950.46225825,0.05819437500008462,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,37,,,,,,,,,
15869,950.479063125,0.01680487499993433,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15870,950.5541421249998,0.07507899999995971,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15871,950.58124595,0.02710382500004016,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,64,,,,,,,,,
15872,950.629358825,0.04811287500001526,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15873,950.66334455,0.03398572500009322,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,33,,,,,,,,,
15874,950.68152525,0.01818069999990257,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,5F,,,,,,,,,
15875,950.7067835499998,0.02525829999990492,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15876,950.7180347749998,0.01125122500002362,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,5F,00,01,00,45,07,01,,,
15877,950.718294875,0.0002601000001050124,431008625459200,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,51,39,2C,3B,E9,9D,,,
15878,950.718530975,0.000236099999938233,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,71,14,45,,,
15879,950.73389975,0.01536877500006994,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,00,DE,04,D0,14,06,1C,00,,,
15880,950.78080175,0.04690200000004552,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,56,,,,,,,,,
15881,950.78261175,0.001809999999977663,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15882,950.85846875,0.07585700000004181,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15883,950.86530845,0.006839700000000448,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,3E,,,,,,,,,
15884,950.881189175,0.01588072499998816,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,5A,,,,,,,,,
15885,950.9329497749998,0.05176059999985227,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15886,950.98153175,0.04858197500016104,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,52,,,,,,,,,
15887,951.00716215,0.02563039999995454,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15888,951.065356325,0.05819417499992596,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,41,,,,,,,,,
15889,951.08086115,0.0155048250001073,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,59,,,,,,,,,
15890,951.08559295,0.004731799999944997,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15891,951.16067995,0.07508699999993951,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15892,951.1811883499998,0.02050839999992604,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,4D,,,,,,,,,
15893,951.252805475,0.07161712500010253,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15894,951.26656675,0.01376127499997892,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,45,,,,,,,,,
15895,951.281549625,0.01498287499998696,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,4D,,,,,,,,,
15896,951.3298984249998,0.0483487999999852,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15897,951.4049815,0.07508307500006595,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15898,951.469863225,0.06488172500007749,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,BA,A4,,,,,,,,,
15899,951.480038625,0.01017539999998007,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15900,951.5581314,0.07809277499995915,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15901,951.6364723,0.07834090000005745,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15902,951.6373303249998,0.00085802499984311,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,3D,,,,,,,,,
15903,951.6710022249998,0.0336718999999448,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,AE,B0,,,,,,,,,
15904,951.7110016999998,0.03999947500005874,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15905,951.7761321,0.06513040000004366,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,3D,,,,,,,,,
15906,951.8001126,0.02398050000010698,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15907,951.8709739749998,0.07086137499982215,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,AE,B0,,,,,,,,,
15908,951.874451775,0.003477800000155184,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15909,951.875437975,0.0009861999999429826,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,37,,,,,,,,,
15910,951.908927075,0.03348909999999705,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,37,00,01,00,44,07,01,,,
15911,951.909191175,0.0002641000000949134,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,51,39,2C,3B,E9,EA,,,
15912,951.9094253749998,0.0002341999997952371,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,73,14,45,,,
15913,951.9248700499998,0.01544467500002611,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,00,DF,04,C8,14,06,1C,62,,,
15914,951.9567400499998,0.03187000000002626,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15915,951.975784575,0.01904452500002662,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,32,,,,,,,,,
15916,952.03189895,0.05611437500010652,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15917,952.0726322499998,0.04073329999982888,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A9,B5,,,,,,,,,
15918,952.0761201249998,0.003487875000018903,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,30,,,,,,,,,
15919,952.10974395,0.03362382500017702,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15920,952.175476475,0.06573252499993032,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,24,,,,,,,,,
15921,952.185297875,0.009821399999964342,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15922,952.26037495,0.07507707500008109,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15923,952.273894075,0.01351912499990249,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,9A,C4,,,,,,,,,
15924,952.275776075,0.001882000000023254,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,2B,,,,,,,,,
15925,952.3375301,0.06175402500002747,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15926,952.4132531,0.07572299999992538,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15927,952.473873025,0.06061992500008273,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A0,BE,,,,,,,,,
15928,952.4906700999998,0.01679707499988581,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15929,952.568121375,0.07745127500015769,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,22,,,,,,,,,
15930,952.57633695,0.00821557499989467,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15931,952.64440925,0.06807230000003983,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,22,,,,,,,,,
15932,952.650980925,0.006571675000031973,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15933,952.678459125,0.02747819999990498,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,A0,BE,,,,,,,,,
15934,952.7286959,0.05023677500003032,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15935,952.7447546,0.01605870000003051,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,17,,,,,,,,,
15936,952.804252775,0.05949817500004428,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15937,952.845143275,0.04089049999993222,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,14,,,,,,,,,
15938,952.878549075,0.03340580000008231,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,98,C6,,,,,,,,,
15939,952.882030975,0.00348189999999704,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15940,952.9444436999998,0.06241272499983097,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0F,,,,,,,,,
15941,952.9572348,0.01279110000018591,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15942,952.975885475,0.01865067499988982,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,0F,00,01,00,44,07,01,,,
15943,952.9761455,0.0002600249999886728,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,51,39,2C,3B,E9,EA,,,
15944,952.9763875999998,0.0002420999999230844,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,74,14,45,,,
15945,952.9917183249998,0.01533072500001254,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,00,DF,04,C8,14,06,1E,00,,,
15946,953.033083625,0.04136530000005223,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15947,953.044808825,0.01172520000000077,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0D,,,,,,,,,
15948,953.08057455,0.03576572500014663,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,91,C8,,,,,,,,,
15949,953.107320775,0.0267462249998971,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15950,953.14513965,0.03781887500008452,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,10,,,,,,,,,
15951,953.1831732499998,0.03803359999983514,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15952,953.244454075,0.06128082500003984,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,06,,,,,,,,,
15953,953.274954075,0.03050000000007458,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15954,953.2818417,0.006887624999990294,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,92,C8,,,,,,,,,
15955,953.3492972999998,0.06745559999990292,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15956,953.427390175,0.07809287500003848,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15957,953.481634575,0.05424440000001596,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,57,C8,,,,,,,,,
15958,953.505703075,0.02406850000011218,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15959,953.541714075,0.03601099999991675,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F5,,,,,,,,,
15960,953.580913575,0.03919949999999517,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15961,953.6233119749998,0.0423983999999109,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F5,,,,,,,,,
15962,953.6554238749998,0.03211190000001807,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15963,953.6966972,0.04127332500002012,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,52,C8,,,,,,,,,
15964,953.722673125,0.02597592500001156,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F8,,,,,,,,,
15965,953.733508525,0.01083540000013272,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15966,953.80858965,0.07508112499999697,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15967,953.823022575,0.01443292499993731,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F9,,,,,,,,,
15968,953.8976995499998,0.0746769749998748,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15969,953.901213425,0.003513875000180633,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,55,C8,,,,,,,,,
15970,953.9233497,0.02213627499986614,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F3,,,,,,,,,
15971,953.9747903249998,0.05144062499994106,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15972,954.022684225,0.04789390000019011,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F6,,,,,,,,,
15973,954.0500064499998,0.02732222499980708,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15974,954.051032575,0.0010261250001804,284773578964992,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,F6,00,01,00,44,07,01,,,
15975,954.051288675,0.0002560999998877378,294669183614976,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,50,A1,2C,3B,E9,EA,,,
15976,954.051530875,0.0002422000000024127,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,74,14,45,,,
15977,954.0668556499998,0.01532477499995366,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,00,E4,04,CD,14,06,1F,00,,,
15978,954.10172135,0.03486570000018218,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,53,C8,,,,,,,,,
15979,954.12303765,0.02131629999985307,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F3,,,,,,,,,
15980,954.12514565,0.00210800000013478,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15981,954.200362725,0.075217074999955,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15982,954.2233948,0.02303207499994642,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F0,,,,,,,,,
15983,954.2755134999998,0.05211869999993723,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15984,954.302881775,0.02736827500007166,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,4E,C8,,,,,,,,,
15985,954.352820475,0.04993869999998424,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15986,954.42790355,0.07508307500006595,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15987,954.5026645499998,0.07476099999985308,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,56,C8,,,,,,,,,
15988,954.5061424499998,0.003477900000007139,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15989,954.51315795,0.007015500000079555,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F0,,,,,,,,,
15990,954.59798435,0.08482640000011088,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15991,954.6022301499998,0.004245799999807786,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F0,,,,,,,,,
15992,954.6731434499998,0.07091330000002927,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15993,954.701573075,0.02842962500017166,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,ED,,,,,,,,,
15994,954.703875,0.002301924999983384,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,56,C8,,,,,,,,,
15995,954.7506259999998,0.04675099999985832,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15996,954.801897625,0.05127162500002669,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,ED,,,,,,,,,
15997,954.8264801499998,0.02458252499991432,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15998,954.90156515,0.07508500000017193,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
15999,954.9022393249998,0.0006741749998582236,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,ED,,,,,,,,,
16000,954.905159225,0.002919900000051712,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,54,C8,,,,,,,,,
16001,954.978596325,0.07343710000009196,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16002,955.0015525999998,0.02295627499984221,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,ED,,,,,,,,,
16003,955.054153075,0.05260047500019027,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16004,955.10194115,0.04778807499997129,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,ED,,,,,,,,,
16005,955.10514895,0.003207799999927374,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,54,C8,,,,,,,,,
16006,955.12209155,0.01694259999999304,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,ED,00,01,00,44,07,01,,,
16007,955.12235565,0.0002641000000949134,290271137103872,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,50,08,2C,3B,E9,EA,,,
16008,955.12258975,0.0002340999999432824,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,76,14,45,,,
16009,955.12875555,0.006165799999962474,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16010,955.1379168499998,0.009161299999959738,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,00,E8,04,D2,14,06,20,00,,,
16011,955.20226335,0.06434650000005604,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,ED,,,,,,,,,
16012,955.218336325,0.01607297500004279,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16013,955.296869125,0.07853279999994811,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16014,955.3016009249998,0.004731799999944997,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,ED,,,,,,,,,
16015,955.3070907,0.005489775000114605,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,54,C8,,,,,,,,,
16016,955.373598325,0.06650762499998564,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16017,955.449323225,0.07572490000006837,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16018,955.50693145,0.05760822499996721,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A2,BC,,,,,,,,,
16019,955.5237345249998,0.01680307499987066,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16020,955.5807076,0.05697307500008719,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,ED,,,,,,,,,
16021,955.6019562999998,0.02124869999988732,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16022,955.6769833,0.07502700000009099,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16023,955.679437375,0.002454075000059674,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F3,,,,,,,,,
16024,955.70790355,0.02846617499994864,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,A2,BC,,,,,,,,,
16025,955.751512625,0.04360907499994937,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16026,955.77976635,0.02825372500001322,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F3,,,,,,,,,
16027,955.827365325,0.04759897500002808,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16028,955.880132825,0.05276750000007269,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F3,,,,,,,,,
16029,955.9022795,0.02214667499993084,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16030,955.9091671,0.006887600000027305,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A7,B7,,,,,,,,,
16031,955.979296525,0.07012942500000463,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16032,955.9794807,0.0001841749999584863,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,FD,,,,,,,,,
16033,956.0551517,0.07567100000005667,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16034,956.079791625,0.02463992499997403,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,FB,,,,,,,,,
16035,956.12252875,0.04273712500003058,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,AF,AF,,,,,,,,,
16036,956.1329981749998,0.0104694249998829,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16037,956.18016815,0.04716997500008802,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,03,,,,,,,,,
16038,956.1931291499998,0.01296099999990474,319957951053824,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,03,00,01,00,39,07,01,,,
16039,956.19338925,0.0002601000001050124,505775416147968,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,4F,6F,2C,3B,EA,36,,,
16040,956.19362535,0.000236099999938233,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,79,14,45,,,
16041,956.20909215,0.01546680000001288,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,00,EF,04,CF,14,06,20,62,,,
16042,956.22217735,0.0130851999999777,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16043,956.2794825749998,0.0573052249999364,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,03,,,,,,,,,
16044,956.2970053999998,0.01752282500001456,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16045,956.3244796999998,0.0274742999999944,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,B4,AA,,,,,,,,,
16046,956.381991975,0.05751227500013556,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16047,956.457076975,0.07508499999994456,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16048,956.5276383499998,0.07056137499989745,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,B4,AA,,,,,,,,,
16049,956.5344800249998,0.00684167500003241,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16050,956.609519025,0.0750390000000607,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16051,956.6125849249998,0.003065899999910471,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,06,,,,,,,,,
16052,956.6847301249998,0.07214520000002267,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16053,956.732089125,0.04735900000014226,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,BE,A0,,,,,,,,,
16054,956.76309315,0.03100402499990196,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16055,956.775066225,0.01197307500001443,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,06,,,,,,,,,
16056,956.841317825,0.06625159999998687,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16057,956.8743871999998,0.0330693749999682,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0D,,,,,,,,,
16058,956.92978955,0.05540235000012217,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16059,956.9505782,0.02078864999998586,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,BE,A0,,,,,,,,,
16060,956.974754325,0.02417612499993993,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0D,,,,,,,,,
16061,957.0042604249998,0.02950609999993503,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16062,957.0751023249998,0.0708419000000049,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0D,,,,,,,,,
16063,957.0794742,0.004371875000060754,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16064,957.1506695,0.07119529999999941,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C3,9B,,,,,,,,,
16065,957.1541514,0.00348189999999704,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16066,957.1744078,0.02025640000010753,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,10,,,,,,,,,
16067,957.232738,0.05833020000000033,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16068,957.274772425,0.04203442499988342,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0E,,,,,,,,,
16069,957.310560025,0.03578760000004877,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
