Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
7577,132.082333375,0.07577300000002651,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7578,132.08598525,0.003651875000002746,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,A4,B0,,,,,,,,,
7579,132.103620025,0.01763477499997634,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,02,,,,,,,,,
7580,132.157242525,0.05362250000001723,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7581,132.20400255,0.04676002499996912,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,05,,,,,,,,,
7582,132.24960155,0.04559899999998152,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7583,132.28669125,0.0370897000000241,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,A4,B0,,,,,,,,,
7584,132.337957825,0.05126657499999965,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7585,132.383974,0.04601617499997701,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,02,,,,,,,,,
7586,132.413038275,0.02906427500005293,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7587,132.490893075,0.07785479999995459,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,A4,B0,,,,,,,,,
7588,132.494408975,0.003515900000024885,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7589,132.576777475,0.08236849999997276,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7590,132.5807914,0.004013925000037944,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,02,,,,,,,,,
7591,132.6255736,0.044782199999986,316659416170496,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,02,00,02,00,BA,07,01,,,
7592,132.6258337,0.0002600999999913256,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,93,62,2C,3C,0B,E3,,,
7593,132.6260698,0.0002360999999950764,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,56,13,45,,,
7594,132.641668625,0.01559882499998366,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,0A,65,06,62,14,0E,1A,00,,,
7595,132.6628193,0.02115067500000123,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7596,132.680127975,0.01730867500003796,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,FF,,,,,,,,,
7597,132.693361175,0.01323320000000194,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A3,B1,,,,,,,,,
7598,132.7376923,0.04433112499998515,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7599,132.780500775,0.04280847500001528,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,02,,,,,,,,,
7600,132.812764675,0.03226389999997536,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7601,132.880812975,0.06804829999998674,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,05,,,,,,,,,
7602,132.8882606,0.007447624999997515,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7603,132.895172175,0.006911575000003722,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,A3,B1,,,,,,,,,
7604,132.963291775,0.06811960000004547,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7605,132.980150475,0.01685870000000023,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,05,,,,,,,,,
7606,133.0456962,0.06554572499999267,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7607,133.080515375,0.03481917499999554,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,0A,,,,,,,,,
7608,133.113015275,0.0324999000000048,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A4,B0,,,,,,,,,
7609,133.120210875,0.007195599999988644,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7610,133.180847775,0.06063690000001998,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,05,,,,,,,,,
7611,133.198902775,0.01805499999994708,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7612,133.28018385,0.08128107500004944,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,0A,,,,,,,,,
7613,133.28460775,0.004423900000006142,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7614,133.314863775,0.03025602499997148,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,A4,B0,,,,,,,,,
7615,133.369744275,0.05488050000002431,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7616,133.448131,0.07838672499997301,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7617,133.515334575,0.06720357500000773,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A5,AF,,,,,,,,,
7618,133.522210275,0.006875700000023244,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7619,133.58408115,0.06187087499995414,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,05,,,,,,,,,
7620,133.598020325,0.01393917500001862,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7621,133.664154725,0.06613440000000992,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,05,,,,,,,,,
7622,133.67382225,0.009667524999997568,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7623,133.702751925,0.02892967499997212,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,05,00,02,00,BA,07,01,,,
7624,133.703016025,0.00026410000003807,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,93,62,2C,3C,0B,4B,,,
7625,133.70325205,0.0002360249999924236,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,59,13,45,,,
7626,133.717719275,0.01446722499997577,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A4,B0,,,,,,,,,
7627,133.718833375,0.001114099999995233,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,0A,6C,06,61,14,0E,1B,00,,,
7628,133.759522675,0.04068929999999682,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7629,133.7644765,0.00495382500002961,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,02,,,,,,,,,
7630,133.8342759,0.06979939999996532,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7631,133.864825425,0.03054952500002628,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,05,,,,,,,,,
7632,133.9133722,0.04854677499997706,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7633,133.916974175,0.003601975000037782,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,AB,A9,,,,,,,,,
7634,133.96418025,0.04720607499996277,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,05,,,,,,,,,
7635,133.998456025,0.03427577500002599,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7636,134.0644964,0.06604037500000004,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,05,,,,,,,,,
7637,134.0840753,0.01957889999999907,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7638,134.1176511,0.03357579999999416,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,AC,A8,,,,,,,,,
7639,134.1616823,0.04403120000000626,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7640,134.164882225,0.00319992499998989,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,05,,,,,,,,,
7641,134.236731425,0.07184920000003103,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7642,134.2641653,0.02743387499998562,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,05,,,,,,,,,
7643,134.3125141,0.0483487999999852,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7644,134.3194838,0.00696970000001329,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,AC,A8,,,,,,,,,
7645,134.387599325,0.06811552499999607,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7646,134.4696079,0.08200857499997483,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7647,134.5371054,0.06749750000000176,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,AC,A8,,,,,,,,,
7648,134.543977025,0.00687162500003069,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7649,134.545367125,0.001390099999980521,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,08,,,,,,,,,
7650,134.623076,0.0777088749999848,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7651,134.645130175,0.02205417499999385,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,0F,,,,,,,,,
7652,134.7085021,0.06337192500001265,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7653,134.738964075,0.030461975000037,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,AF,A5,,,,,,,,,
7654,134.7444139,0.005449824999971042,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,0F,,,,,,,,,
7655,134.775871225,0.03145732500001941,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,0F,00,02,00,BB,07,01,,,
7656,134.776135325,0.0002640999999812266,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,93,62,2C,3C,0A,B2,,,
7657,134.776375525,0.0002402000000074622,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,5C,13,45,,,
7658,134.7919382,0.0155626750000124,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,0A,72,06,60,14,0E,1C,00,,,
7659,134.793662275,0.001724074999970071,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7660,134.844795975,0.0511337000000367,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,15,,,,,,,,,
7661,134.869264475,0.02446849999995493,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7662,134.9400778,0.07081332500001736,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,B1,A3,,,,,,,,,
7663,134.945101475,0.005023675000018102,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,18,,,,,,,,,
7664,134.9469515,0.001850024999953348,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7665,135.022742575,0.07579107500004056,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7666,135.0444188,0.02167622499996469,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,15,,,,,,,,,
7667,135.0982333,0.05381450000004406,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,07,23,,,,,,,
7668,135.1405486,0.04231529999998429,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,AD,A7,,,,,,,,,
7669,135.1448064,0.004257800000004864,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,12,,,,,,,,,
7670,135.179618125,0.0348117249999973,292470160359424,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,2D,,,,,,,
7671,135.245150725,0.06553259999998318,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,12,,,,,,,,,
7672,135.26293755,0.01778682500003015,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,41,,,,,,,
7673,135.349037925,0.08610037500000089,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A3,B1,,,,,,,,,
7674,135.34933195,0.0002940249999596744,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,4B,,,,,,,
7675,135.430636575,0.08130462500002977,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,55,,,,,,,
7676,135.5145291,0.08389252500001021,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,5F,,,,,,,
7677,135.5353915,0.02086239999999862,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,0F,,,,,,,,,
7678,135.5478347,0.01244319999995014,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,9A,BA,,,,,,,,,
7679,135.5985094,0.05067470000005869,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,73,,,,,,,
7680,135.673062475,0.07455307499998298,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,7D,,,,,,,
7681,135.74735765,0.07429517499997473,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,8F,C5,,,,,,,,,
7682,135.747645675,0.0002880250000316664,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,87,,,,,,,
7683,135.7520315,0.004385824999985744,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,0F,,,,,,,,,
7684,135.821727,0.069695500000023,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,91,,,,,,,
7685,135.85232445,0.03059744999995928,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,0F,,,,,,,,,
7686,135.897429525,0.04510507500003769,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,9B,,,,,,,
7687,135.948030225,0.05060069999996131,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,9F,B5,,,,,,,,,
7688,135.952702025,0.004671800000039639,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,0F,,,,,,,,,
7689,135.965717025,0.01301499999999578,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,0F,00,02,00,BB,07,01,,,
7690,135.965985125,0.0002680999999711276,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,93,62,2C,3C,0A,66,,,
7691,135.966223225,0.0002380999999900268,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,60,13,45,,,
7692,135.972217,0.005993775000035839,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,A5,,,,,,,
7693,135.9819123,0.00969529999997576,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,0A,75,06,5F,14,0E,1C,62,,,
7694,136.046918075,0.06500577500003146,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,B9,,,,,,,
7695,136.051995775,0.00507769999995844,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,12,,,,,,,,,
7696,136.1216612,0.06966542500003925,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,C3,,,,,,,
7697,136.147631475,0.0259702749999633,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,97,BD,,,,,,,,,
7698,136.152383275,0.004751800000008188,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,1A,,,,,,,,,
7699,136.19735045,0.04496717500001068,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,CD,,,,,,,
7700,136.25273185,0.05538139999998748,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,1A,,,,,,,,,
7701,136.28600565,0.03327380000001768,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,D7,,,,,,,
7702,136.347177675,0.06117202500001895,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,93,C1,,,,,,,,,
7703,136.369114275,0.02193659999994679,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,E1,,,,,,,
7704,136.452950775,0.08383650000001808,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,F5,,,,,,,
7705,136.47527905,0.02232827500000667,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,25,,,,,,,,,
7706,136.53698085,0.06170179999998027,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,07,FF,,,,,,,
7707,136.54775225,0.01077140000001009,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,8A,C8,,,,,,,,,
7708,136.620837475,0.07308522499999981,294669183614976,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,09,,,,,,,
7709,136.6264331,0.005595625000012205,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,25,,,,,,,,,
7710,136.704799975,0.07836687499997197,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,1D,,,,,,,
7711,136.72684015,0.0220401750000292,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,22,,,,,,,,,
7712,136.747302975,0.02046282499998142,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,83,C8,,,,,,,,,
7713,136.779372875,0.03206990000001042,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,27,,,,,,,
7714,136.826116975,0.04674410000001217,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,24,,,,,,,,,
7715,136.853385275,0.02726830000000291,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,31,,,,,,,
7716,136.92648115,0.07309587499997861,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,24,,,,,,,,,
7717,136.929023275,0.002542124999990847,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,3B,,,,,,,
7718,136.9468141,0.01779082500002005,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,79,C8,,,,,,,,,
7719,137.003840275,0.05702617499997586,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,45,,,,,,,
7720,137.026824475,0.02298420000005308,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,24,,,,,,,,,
7721,137.038821575,0.01199709999997367,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,24,00,02,00,BB,07,01,,,
7722,137.039085675,0.0002640999999812266,431008625459200,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,93,FB,2C,3C,0A,19,,,
7723,137.039323775,0.0002380999999900268,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,60,13,45,,,
7724,137.054916625,0.01559285000001864,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,0A,78,06,6B,14,0E,1E,00,,,
7725,137.078457125,0.02354050000002416,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,4F,,,,,,,
7726,137.126167125,0.04770999999999503,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,24,,,,,,,,,
7727,137.1464259,0.02025877500000206,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,70,C8,,,,,,,,,
7728,137.153241475,0.006815574999961882,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,63,,,,,,,
7729,137.2265054,0.07326392499999201,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,25,,,,,,,,,
7730,137.2278974,0.00139200000000983,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,6D,,,,,,,
7731,137.3037044,0.07580699999999752,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,77,,,,,,,
7732,137.3268226,0.02311820000005582,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,27,,,,,,,,,
7733,137.3468513,0.02002869999995482,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,62,C8,,,,,,,,,
7734,137.391208425,0.0443571250000332,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,81,,,,,,,
7735,137.474400925,0.08319249999999556,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,8B,,,,,,,
7736,137.5605713,0.08617037499999469,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,5A,C8,,,,,,,,,
7737,137.5608614,0.0002900999999724263,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,9F,,,,,,,
7738,137.600216175,0.03935477500004936,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,2A,,,,,,,,,
7739,137.642217425,0.04200124999999844,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,A9,,,,,,,
7740,137.7006206,0.05840317499996672,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,32,,,,,,,,,
7741,137.726202875,0.0255822750000334,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,B3,,,,,,,
7742,137.75939675,0.03319387499993809,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,50,C8,,,,,,,,,
7743,137.80095945,0.0415627000000427,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,32,,,,,,,,,
7744,137.810064975,0.009105524999995396,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,C7,,,,,,,
7745,137.88468805,0.07462307499997678,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,D1,,,,,,,
7746,137.90028285,0.01559480000003077,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,37,,,,,,,,,
7747,137.958901025,0.05861817499999233,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,48,C8,,,,,,,,,
7748,137.959193125,0.0002920999999673768,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,DB,,,,,,,
7749,138.0006297,0.04143657500003428,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,39,,,,,,,,,
7750,138.0343135,0.0336838000000057,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,E5,,,,,,,
7751,138.1009259,0.0666123999999968,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,3A,,,,,,,,,
7752,138.1090414,0.008115499999973963,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,EF,,,,,,,
7753,138.1129513,0.003909899999996469,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,3A,00,02,00,BB,07,01,,,
7754,138.1132114,0.0002600999999913256,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,93,FB,2C,3C,09,CD,,,
7755,138.1134475,0.0002361000000519198,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,69,13,45,,,
7756,138.129046225,0.01559872499996118,354042811514880,F,F,HS CAN $441,HS CAN,,441,F,F,0A,7B,06,6B,14,0E,1F,00,,,
7757,138.159564325,0.03051809999999478,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,6E,C8,,,,,,,,,
7758,138.183800825,0.02423650000002908,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,08,F9,,,,,,,
7759,138.20026355,0.01646272499999668,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,44,,,,,,,,,
7760,138.258467725,0.0582041750000144,294669183614976,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,0D,,,,,,,
7761,138.300650325,0.04218259999998964,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,44,,,,,,,,,
7762,138.33421425,0.03356392500000993,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,17,,,,,,,
7763,138.359122675,0.02490842499997825,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,65,C8,,,,,,,,,
7764,138.40892735,0.04980467500001851,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,21,,,,,,,
7765,138.49648155,0.08755419999999958,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,2B,,,,,,,
7766,138.55864555,0.06216399999999567,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,5B,C8,,,,,,,,,
7767,138.57965825,0.02101269999997157,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,35,,,,,,,
7768,138.59156135,0.01190310000004047,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,48,,,,,,,,,
7769,138.663648625,0.07208727499994438,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,49,,,,,,,
7770,138.685666825,0.02201820000004773,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,48,,,,,,,,,
7771,138.747550825,0.06188399999996363,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,53,,,,,,,
7772,138.75927215,0.01172132499999634,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,52,C8,,,,,,,,,
7773,138.784944025,0.02567187500000046,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,48,,,,,,,,,
7774,138.831485025,0.04654100000004746,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,5D,,,,,,,
7775,138.8852826,0.05379757499997595,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,50,,,,,,,,,
7776,138.9153726,0.03008999999997286,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,71,,,,,,,
7777,138.958843825,0.04347122500001888,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,4B,C8,,,,,,,,,
7778,138.9856737,0.02682987500003264,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,51,,,,,,,,,
7779,138.990983475,0.005309775000000627,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,7B,,,,,,,
7780,139.064972525,0.07398904999996603,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,85,,,,,,,
7781,139.084983025,0.02001050000001214,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,54,,,,,,,,,
7782,139.1406234,0.05564037499999586,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,99,,,,,,,
7783,139.158406325,0.01778292500000589,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,42,C8,,,,,,,,,
7784,139.1853462,0.0269398749999823,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,59,,,,,,,,,
7785,139.1858542,0.0005080000000248219,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,59,00,02,00,BB,07,01,,,
7786,139.1861183,0.0002640999999812266,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,93,FB,2C,3C,09,0E,,,
