Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
7787,139.1863564,0.0002380999999900268,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,70,13,45,,,
7788,139.201943175,0.01558677500003114,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,0A,84,06,6A,14,0E,20,00,,,
7789,139.215388375,0.01344519999997828,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,A3,,,,,,,
7790,139.285654475,0.0702661000000262,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,5E,,,,,,,,,
7791,139.29003435,0.004379874999983713,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,AD,,,,,,,
7792,139.35901175,0.0689773999999943,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,37,C8,,,,,,,,,
7793,139.36483145,0.005819700000017747,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,B7,,,,,,,
7794,139.44059445,0.07576299999999492,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,C1,,,,,,,
7795,139.51526355,0.07466909999999416,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,D5,,,,,,,
7796,139.55866475,0.04340120000000524,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,2D,C8,,,,,,,,,
7797,139.57547955,0.01681479999996327,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,6A,,,,,,,,,
7798,139.604023725,0.02854417500003592,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,DF,,,,,,,
7799,139.67070415,0.06668042500001548,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,6A,,,,,,,,,
7800,139.6869531,0.0162489499999765,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,E9,,,,,,,
7801,139.770026025,0.0830729250000104,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,6D,,,,,,,,,
7802,139.773338075,0.003312049999976807,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,26,C8,,,,,,,,,
7803,139.773626025,0.0002879500000290136,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,09,F3,,,,,,,
7804,139.85482665,0.08120062500000813,294669183614976,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,0A,07,,,,,,,
7805,139.87035355,0.01552689999999757,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,75,,,,,,,,,
7806,139.938726975,0.06837342500000432,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,0A,11,,,,,,,
7807,139.97067445,0.0319474749999813,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,76,,,,,,,,,
7808,139.97202245,0.001348000000007232,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,1F,C8,,,,,,,,,
7809,140.02272915,0.0507066999999779,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,0A,1B,,,,,,,
7810,140.070051275,0.04732212499999378,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,7C,,,,,,,,,
7811,140.0982673,0.02821602500000608,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,0A,25,,,,,,,
7812,140.17036135,0.07209405000003244,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,7E,,,,,,,,,
7813,140.1726053,0.002243949999979122,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,32,C8,,,,,,,,,
7814,140.172901425,0.0002961249999771098,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,0A,39,,,,,,,
7815,140.2480344,0.07513297500003091,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,0A,43,,,,,,,
7816,140.2602036,0.0121691999999598,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,7E,00,02,00,BB,07,01,,,
7817,140.2604637,0.000260100000048169,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,93,FB,2C,3C,08,C2,,,
7818,140.260701725,0.000238024999987374,316659416170496,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,78,13,45,,,
7819,140.3226737,0.06197197500000584,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,0A,4D,,,,,,,
7820,140.3732624,0.0505886999999916,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,28,C8,,,,,,,,,
7821,140.3973728,0.02411039999998366,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,0A,57,,,,,,,
7822,140.4720999,0.07472710000001825,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,0A,6B,,,,,,,
7823,140.5478569,0.07575700000001007,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,0A,75,,,,,,,
7824,140.5727773,0.02492039999998496,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,1E,C8,,,,,,,,,
7825,140.623942,0.05116470000001527,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,75,,,,,,,
7826,140.643048575,0.0191065749999666,424411555692544,F,F,HS CAN $441,HS CAN,,441,F,F,0A,86,06,6A,14,0E,20,62,,,
7827,140.6992548,0.05620622500003947,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,75,,,,,,,
7828,140.7191493,0.01989449999996396,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,80,,,,,,,,,
7829,140.773205825,0.05405652500002134,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,1E,C8,,,,,,,,,
7830,140.776709625,0.003503799999975854,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,75,,,,,,,
7831,140.8185622,0.04185257500000716,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,96,,,,,,,,,
7832,140.852554075,0.03399187500002654,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,75,,,,,,,
7833,140.9178806,0.06532652499998903,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,98,,,,,,,,,
7834,140.928354,0.0104734000000235,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,75,,,,,,,
7835,140.988970025,0.06061602499994478,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,24,C8,,,,,,,,,
7836,141.010116725,0.02114670000003116,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,75,,,,,,,
7837,141.018214125,0.008097399999996924,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,A0,,,,,,,,,
7838,141.08487185,0.06665772500002731,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,75,,,,,,,
7839,141.11858305,0.03371119999997063,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,A0,,,,,,,,,
7840,141.158870525,0.04028747500001373,292470160359424,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,0A,7F,,,,,,,
7841,141.188960525,0.03008999999997286,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,26,C8,,,,,,,,,
7842,141.217906225,0.0289457000000084,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,A9,,,,,,,,,
7843,141.23956885,0.02166262499997629,290271137103872,F,F,HS CAN $777,HS CAN,,777,F,F,01,08,0A,89,,,,,,,
7844,141.32987295,0.09030410000002576,292470160359424,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7845,141.39019095,0.06031799999999521,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,1F,C8,,,,,,,,,
7846,141.42820045,0.03800949999998693,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7847,141.490357325,0.06215687500002787,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,B6,,,,,,,,,
7848,141.51725755,0.02690022499996303,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7849,141.59141465,0.07415710000003628,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,22,C8,,,,,,,,,
7850,141.594930625,0.003515974999970694,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7851,141.5998403,0.004909675000021707,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,B6,,,,,,,,,
7852,141.619976775,0.02013647500001525,327654532448256,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,B6,00,01,00,D1,07,01,,,
7853,141.620242875,0.000266099999976177,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,93,FB,2C,3C,08,2A,,,
7854,141.6204829,0.0002400249999823245,316659416170496,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,80,13,45,,,
7855,141.635903675,0.01542077500005234,494780299870208,F,F,HS CAN $441,HS CAN,,441,F,F,0A,8B,06,6A,14,0E,23,00,,,
7856,141.67146145,0.03555777499997248,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7857,141.700171125,0.02870967500001598,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,C0,,,,,,,,,
7858,141.756887325,0.05671619999998256,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7859,141.794005025,0.03711770000001024,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,24,C8,,,,,,,,,
7860,141.800506625,0.00650159999997868,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,C8,,,,,,,,,
7861,141.842081925,0.04157530000003362,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7862,141.899865025,0.05778309999999465,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,CD,,,,,,,,,
7863,141.917164025,0.01729899999997997,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7864,141.9922091,0.07504507499999136,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7865,141.995906975,0.003697875000000294,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,27,C8,,,,,,,,,
7866,142.0001687,0.004261724999992112,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,D2,,,,,,,,,
7867,142.067454325,0.0672856250000109,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7868,142.10051165,0.03305732500001568,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,D9,,,,,,,,,
7869,142.14294885,0.04243719999999484,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7870,142.19663735,0.05368850000002112,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,5A,C8,,,,,,,,,
7871,142.199871275,0.003233924999960891,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,D9,,,,,,,,,
7872,142.234651075,0.0347798000000239,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7873,142.300221575,0.06557049999997844,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,DF,,,,,,,,,
7874,142.3237941,0.02357252500002005,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7875,142.3979512,0.07415709999997944,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,5B,C8,,,,,,,,,
7876,142.401467,0.0035158000000024,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7877,142.4769061,0.07543909999998277,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7878,142.562520425,0.08561432500005139,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7879,142.5859786,0.02345817499997338,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,ED,,,,,,,,,
7880,142.5997677,0.01378909999999678,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,5A,C8,,,,,,,,,
7881,142.647712575,0.04794487499998468,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7882,142.6739206,0.02620802500001674,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,ED,,,,,,,,,
7883,142.694112975,0.02019237500002191,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,ED,00,01,00,D1,07,01,,,
7884,142.694375075,0.0002620999999862761,505775416147968,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,94,94,2C,3C,07,91,,,
7885,142.6946171,0.000242024999977275,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,74,13,45,,,
7886,142.710209875,0.01559277500001599,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,0A,91,06,76,14,0E,24,00,,,
7887,142.740698075,0.03048819999997932,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7888,142.774321175,0.0336230999999998,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,FB,,,,,,,,,
7889,142.8011175,0.02679632500002072,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,61,C8,,,,,,,,,
7890,142.8391391,0.03802160000003596,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7891,142.8746562,0.03551709999999275,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,FB,,,,,,,,,
7892,142.9281807,0.05352449999998043,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7893,142.9739809,0.04580019999997376,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,FE,,,,,,,,,
7894,143.0024611,0.0284802000000468,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,61,C8,,,,,,,,,
7895,143.005971,0.00350989999998319,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7896,143.0743273,0.06835630000000492,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,08,,,,,,,,,
7897,143.081408925,0.007081625000012082,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7898,143.16711725,0.0857083249999846,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7899,143.17467475,0.007557500000018536,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,0D,,,,,,,,,
7900,143.204396825,0.02972207499999513,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,65,C8,,,,,,,,,
7901,143.2523497,0.04795287499996448,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7902,143.322243925,0.06989422499998454,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,19,,,,,,,,,
7903,143.3274297,0.00518577500002948,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7904,143.4047406,0.0773108999999863,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,C8,,,,,,,,,
7905,143.4082544,0.00351380000000745,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7906,143.483995475,0.07574107499999627,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7907,143.546372175,0.06237670000001572,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,19,,,,,,,,,
7908,143.559793375,0.01342119999998204,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7909,143.606604275,0.04681090000002541,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,68,C8,,,,,,,,,
7910,143.644627875,0.03802359999997406,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7911,143.6467319,0.002104024999994181,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,27,,,,,,,,,
7912,143.7336461,0.08691420000002381,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7913,143.7460452,0.0123990999999819,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,27,,,,,,,,,
7914,143.766227575,0.02018237499999032,328754044076032,F,F,HS CAN $43E,HS CAN,,43E,F,F,08,27,00,02,00,D0,07,01,,,
7915,143.766491675,0.00026410000003807,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,94,94,2C,3C,07,91,,,
7916,143.766729775,0.0002380999999900268,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,70,13,45,,,
7917,143.78243055,0.01570077499997069,422212532436992,F,F,HS CAN $441,HS CAN,,441,F,F,0A,91,06,76,14,0E,24,62,,,
7918,143.80863295,0.02620240000004514,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,6B,C8,,,,,,,,,
7919,143.81213685,0.003503899999998339,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7920,143.846404075,0.03426722500000778,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,30,,,,,,,,,
7921,143.887989375,0.04158529999995153,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7922,143.9467265,0.05873712499999328,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,33,,,,,,,,,
7923,143.9737287,0.02700220000002674,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7924,144.010606325,0.03687762499998826,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,6E,C8,,,,,,,,,
7925,144.047071325,0.03646500000002106,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,3B,,,,,,,,,
7926,144.0585567,0.01148537500000657,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7927,144.1474451,0.08888839999997344,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,3E,,,,,,,,,
7928,144.1541967,0.006751600000029612,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7929,144.211333,0.05713629999996783,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,89,C8,,,,,,,,,
7930,144.246770075,0.03543707500000437,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,45,,,,,,,,,
7931,144.252665875,0.00589580000001888,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7932,144.341681975,0.08901609999998072,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7933,144.4125853,0.0709033250000175,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,8B,C8,,,,,,,,,
7934,144.4194609,0.006875600000000759,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7935,144.4951539,0.07569300000000112,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7936,144.5391843,0.04403039999999692,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,5C,,,,,,,,,
7937,144.580577525,0.04139322499997888,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7938,144.61443935,0.03386182500003088,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,91,C3,,,,,,,,,
7939,144.63685765,0.0224182999999698,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,5C,,,,,,,,,
7940,144.66582775,0.02897010000003774,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7941,144.73722975,0.07140199999997776,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,64,,,,,,,,,
7942,144.74090965,0.003679900000008729,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7943,144.815208775,0.07429912499998181,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,93,C1,,,,,,,,,
7944,144.818722675,0.003513900000029934,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7945,144.837585175,0.01886249999995471,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,68,,,,,,,,,
7946,144.838093275,0.0005081000000473068,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,08,68,00,02,00,D0,07,01,,,
7947,144.838353375,0.0002600999999913256,435406671970304,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,95,2C,2C,3C,07,1E,,,
7948,144.838589475,0.0002360999999950764,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,71,13,45,,,
7949,144.8541662,0.01557672500001672,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,0A,95,06,83,14,0E,26,00,,,
7950,144.895301525,0.04113532499997064,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7951,144.936920125,0.04161859999999251,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,6E,,,,,,,,,
7952,144.970792,0.03387187499998845,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7953,145.0145991,0.04380710000003774,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,95,BF,,,,,,,,,
7954,145.0372234,0.0226242999999613,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,74,,,,,,,,,
7955,145.059237925,0.02201452500003143,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7956,145.1375873,0.07834937499995931,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,78,,,,,,,,,
7957,145.1482548,0.01066750000001093,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7958,145.2159343,0.06767949999999701,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,98,BC,,,,,,,,,
7959,145.222812,0.006877700000018194,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7960,145.2369289,0.01411689999997634,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,80,,,,,,,,,
7961,145.3016166,0.06468770000003587,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7962,145.387230925,0.08561432499999455,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7963,145.417780925,0.03055000000000518,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,99,BB,,,,,,,,,
7964,145.472353325,0.05457239999998365,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7965,145.551118725,0.07876540000000887,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,93,,,,,,,,,
7966,145.564595925,0.01347720000001118,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7967,145.61842245,0.05382652499997675,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,9F,B5,,,,,,,,,
7968,145.645896725,0.02747427500003141,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7969,145.720857725,0.07496099999997341,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7970,145.742728025,0.02187029999998913,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,93,,,,,,,,,
7971,145.79634045,0.05361242500003982,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7972,145.82026295,0.0239224999999692,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,9E,B6,,,,,,,,,
7973,145.84312715,0.02286420000001499,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,96,,,,,,,,,
7974,145.87165735,0.02853019999997742,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7975,145.943467325,0.07180997500000785,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,A4,,,,,,,,,
7976,145.9539568,0.01048947499998576,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7977,146.021340275,0.06738347500004238,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,9F,B5,,,,,,,,,
7978,146.028528,0.007187724999994316,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7979,146.0311859,0.002657899999974234,327654532448256,F,F,HS CAN $43E,HS CAN,,43E,F,F,08,A4,00,01,00,DF,07,01,,,
7980,146.031446,0.0002600999999913256,501377369636864,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,95,C5,2C,3C,06,D2,,,
7981,146.0316882,0.0002422000000024127,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,74,13,45,,,
7982,146.047246975,0.01555877500004499,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,0A,99,06,8F,14,0E,27,00,,,
7983,146.051066675,0.003819699999951354,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,A6,,,,,,,,,
7984,146.10802505,0.05695837500002199,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7985,146.151281425,0.04325637499999857,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,AF,,,,,,,,,
7986,146.19374875,0.04246732500001826,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7987,146.223998825,0.03025007499996946,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A3,B1,,,,,,,,,
7988,146.2506207,0.0266218750000462,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,B1,,,,,,,,,
7989,146.279002825,0.02838212499995052,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7990,146.3712448,0.09224197500003584,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7991,146.4246813,0.05343649999997524,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,AD,A7,,,,,,,,,
7992,146.4696223,0.04494099999999434,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7993,146.5357728,0.06615049999999201,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,BA,,,,,,,,,
7994,146.558675325,0.02290252500000634,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,93,,,,,,,
7995,146.625968925,0.06729360000002771,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,B0,A4,,,,,,,,,
7996,146.63460245,0.008633524999993369,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,08,CA,,,,,,,,,
